CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,AGN,PATRIA-UNIDOS,MTS,LIBRE,XS-CH,FRI,CHR,NGP,ASOCOIN-POROMA,COKASAL,A-UPP,FUERZA,APB-SUMATE
1,Oropeza,1,Sucre,2794,Sucre,222,Col. Cardenal Maurer,1001277,9,35,24,1,26,3,5,10,9,,,4,3,10
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002107,1,24,32,2,10,11,6,10,0,,,4,11,3
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002117,2,19,25,1,6,8,3,5,5,,,9,20,3
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002127,3,23,18,7,6,10,9,10,3,,,3,13,2
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002137,4,20,22,4,6,3,2,7,7,,,5,15,3
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002147,5,18,9,6,11,8,4,9,2,,,10,20,1
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002157,6,21,21,6,3,11,1,12,7,,,9,7,4
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002167,7,12,22,7,4,11,6,9,4,,,13,13,4
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002177,8,17,21,6,8,6,4,5,5,,,8,25,3
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002187,9,14,22,3,10,6,3,8,5,,,5,19,4
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002197,10,19,18,3,5,2,4,9,3,,,5,12,1
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002217,12,11,16,6,10,9,4,8,3,,,12,19,2
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002227,13,16,31,3,9,5,7,10,3,,,6,17,1
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002237,14,22,26,3,10,10,7,12,4,,,7,26,4
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002247,15,21,32,4,12,1,3,4,8,,,5,10,2
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002257,16,18,23,3,10,3,3,10,2,,,6,17,3
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002267,17,14,16,5,7,8,4,16,4,,,9,18,3
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002277,18,7,27,2,6,7,4,10,7,,,5,10,7
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002287,19,14,20,4,9,7,4,15,4,,,3,23,3
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002297,20,18,23,5,10,4,5,12,1,,,11,16,4
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002307,21,13,29,5,7,5,3,7,6,,,11,21,2
1,Oropeza,1,Sucre,2794,Sucre,227,Col. Emilio Hoschman,1002317,22,11,14,2,5,6,3,4,4,,,3,9,5
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006767,2,36,24,1,20,6,9,6,11,,,7,20,5
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006777,3,42,40,7,24,5,5,8,8,,,6,16,7
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006807,6,34,32,5,22,3,4,16,9,,,6,19,12
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006817,7,25,28,9,14,11,10,18,3,,,7,14,7
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006837,9,29,32,3,14,7,3,18,5,,,8,12,7
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006857,11,32,21,5,18,6,4,10,7,,,6,27,8
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006867,12,33,27,1,21,3,12,15,3,,,4,19,14
1,Oropeza,1,Sucre,2794,Sucre,228,Colegio Fe y Alegria,1006877,13,36,29,2,14,13,3,24,9,,,9,14,10
1,Oropeza,1,Sucre,2794,Sucre,229,Colegio Domingo Sabio,1007717,9,29,21,4,29,8,2,8,13,,,3,16,7
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007347,2,27,23,5,14,7,4,13,6,,,6,17,2
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007367,4,20,25,7,11,6,3,16,9,,,5,17,3
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007377,5,18,24,7,12,6,4,14,8,,,5,23,5
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007387,6,22,37,2,14,1,9,14,12,,,4,19,5
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007407,8,16,24,3,10,5,5,11,6,,,4,21,9
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007417,9,31,29,7,12,5,3,9,5,,,6,13,3
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007427,10,20,34,6,12,6,3,9,5,,,6,20,2
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007437,11,28,25,6,11,4,4,10,7,,,6,30,5
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007447,12,15,25,5,9,7,7,9,5,,,5,18,6
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007457,13,27,26,9,9,5,2,10,10,,,6,20,7
1,Oropeza,1,Sucre,2794,Sucre,230,Unidad Educativa 6 de Junio,1007487,16,14,19,3,3,6,7,9,8,,,5,18,4
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001807,1,28,36,2,22,4,5,12,14,,,5,14,11
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001817,2,29,42,3,25,2,7,9,5,,,8,16,5
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001827,3,38,35,2,29,0,6,13,9,,,3,13,14
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001837,4,31,42,3,17,4,4,22,9,,,5,13,5
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001847,5,34,30,3,30,2,9,16,11,,,8,15,8
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001857,6,26,38,6,26,5,3,10,11,,,6,20,6
1,Oropeza,1,Sucre,2794,Sucre,231,E.S.F.M. Mariscal Sucre,1001867,7,8,2,0,3,1,1,0,1,,,2,1,0
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004507,1,34,27,2,19,4,6,15,5,,,5,13,11
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004527,3,34,39,1,23,5,7,15,8,,,0,14,8
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004537,4,45,38,5,21,2,5,16,8,,,7,16,6
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004597,10,38,34,3,21,1,4,18,7,,,1,19,3
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004607,11,32,41,5,24,3,4,20,7,,,12,17,9
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004617,12,38,22,1,21,6,7,19,4,,,4,19,7
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004627,13,27,27,3,33,5,4,18,5,,,4,15,13
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004637,14,32,34,8,25,6,3,11,5,,,1,10,11
1,Oropeza,1,Sucre,2794,Sucre,400,Fac. Derecho,1004647,15,30,23,7,33,4,8,13,12,,,9,9,10
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1008957,3,49,29,3,10,2,1,11,4,,,6,15,5
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1008967,4,37,22,0,11,6,3,8,7,,,6,16,5
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1008977,5,16,26,4,27,9,5,10,8,,,3,14,2
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1008987,6,26,27,4,18,4,7,11,6,,,5,12,2
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009007,8,35,26,6,8,4,3,11,4,,,8,15,3
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009017,9,36,21,8,20,3,4,4,6,,,5,12,5
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009027,10,43,28,1,7,3,5,7,2,,,9,17,6
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009037,11,20,45,5,10,8,4,16,8,,,7,13,3
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009047,12,38,21,2,20,8,5,13,4,,,5,19,4
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009057,13,29,34,5,13,3,6,8,3,,,7,17,3
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009067,14,32,19,5,10,4,3,10,8,,,7,24,3
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009077,15,40,29,6,14,7,2,10,7,,,2,15,6
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009087,16,32,36,2,13,3,2,15,5,,,6,21,5
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009107,18,26,14,9,16,8,6,14,5,,,8,16,8
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009117,19,29,22,6,15,3,4,9,7,,,8,15,3
1,Oropeza,1,Sucre,2794,Sucre,401,Col. Victorino Vega,1009127,20,14,13,3,6,1,2,3,1,,,3,11,4
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001487,2,30,30,5,18,8,12,12,8,,,7,15,3
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001497,3,26,25,3,22,13,1,10,5,,,8,14,4
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001507,4,28,31,6,15,6,3,15,5,,,3,13,2
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001527,6,20,23,1,10,6,8,15,6,,,6,18,7
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001537,7,27,27,0,10,7,6,14,2,,,6,19,5
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001547,8,20,27,7,18,6,5,11,6,,,4,17,8
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001577,11,32,25,5,15,6,5,12,3,,,11,15,5
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001597,13,22,27,6,16,5,8,13,5,,,7,21,6
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001607,14,23,25,7,23,10,7,8,4,,,4,25,3
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001617,15,27,27,2,25,4,9,12,3,,,8,14,2
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001627,16,22,29,9,15,2,6,10,4,,,4,17,3
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001637,17,26,22,4,17,3,10,14,5,,,2,25,2
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001647,18,28,22,4,14,4,6,8,4,,,5,29,2
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001657,19,22,27,5,14,5,2,7,5,,,3,20,6
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001667,20,33,23,2,12,15,6,9,4,,,3,25,4
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001677,21,27,29,2,10,10,1,10,6,,,4,23,9
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001687,22,23,21,4,15,3,5,4,6,,,8,27,10
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001697,23,26,29,3,14,9,3,8,5,,,7,9,4
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001707,24,28,18,11,16,9,11,10,8,,,7,21,1
1,Oropeza,1,Sucre,2794,Sucre,403,Esc. Sagrada Familia,1001717,25,14,16,3,9,7,5,8,7,,,2,16,3
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002547,1,30,35,2,24,7,3,12,4,,,9,16,15
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002557,2,34,30,8,24,6,3,20,9,,,6,17,6
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002567,3,42,29,6,24,4,9,10,8,,,4,14,3
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002577,4,21,26,3,25,4,13,6,7,,,11,20,10
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002587,5,43,20,5,18,5,17,10,5,,,16,16,4
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002597,6,34,32,7,12,4,10,13,9,,,4,18,10
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002607,7,25,24,6,22,8,7,11,8,,,3,21,13
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002617,8,39,30,2,17,5,3,16,8,,,7,14,5
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002627,9,26,26,3,26,3,7,9,11,,,7,16,13
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002637,10,35,48,3,23,5,5,12,7,,,2,14,8
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002647,11,34,43,5,20,4,12,12,9,,,7,14,6
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002657,12,38,32,6,33,6,6,16,6,,,3,17,4
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002667,13,40,27,3,27,6,12,12,8,,,10,14,3
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002677,14,37,24,6,20,4,6,19,5,,,5,23,9
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002687,15,26,32,5,30,2,10,16,6,,,2,26,6
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002697,16,36,40,6,19,4,3,12,9,,,8,7,6
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002707,17,29,31,4,24,2,6,17,9,,,8,19,8
1,Oropeza,1,Sucre,2794,Sucre,407,Estadium Patria,1002717,18,22,15,1,10,1,4,1,5,,,1,2,5
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1003977,1,36,35,8,17,8,8,8,10,,,3,24,4
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1003987,2,25,22,4,32,5,2,8,7,,,10,22,10
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1003997,3,27,28,4,20,6,6,17,10,,,8,17,3
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1004017,5,40,25,6,14,5,6,7,5,,,10,14,10
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1004037,7,29,27,8,16,5,5,9,6,,,12,22,8
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1004047,8,30,27,3,17,4,7,14,6,,,7,20,5
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1004057,9,29,25,5,14,8,10,8,9,,,5,19,7
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1004087,12,22,26,1,17,10,2,22,7,,,8,22,7
1,Oropeza,1,Sucre,2794,Sucre,502,Seminario Teologico Del Sur,1004097,13,31,30,6,26,3,5,13,5,,,4,17,7
1,Oropeza,1,Sucre,2794,Sucre,504,U.E. Cristina Aitken de Gutierrez,1001727,1,34,31,3,31,1,10,13,3,,,2,15,7
1,Oropeza,1,Sucre,2794,Sucre,504,U.E. Cristina Aitken de Gutierrez,1001737,2,31,30,1,23,4,5,11,8,,,7,11,9
1,Oropeza,1,Sucre,2794,Sucre,504,U.E. Cristina Aitken de Gutierrez,1001757,4,36,28,6,15,5,6,11,4,,,3,16,8
1,Oropeza,1,Sucre,2794,Sucre,504,U.E. Cristina Aitken de Gutierrez,1001767,5,41,34,3,29,3,5,5,9,,,10,23,5
1,Oropeza,1,Sucre,2794,Sucre,504,U.E. Cristina Aitken de Gutierrez,1001777,6,35,39,3,23,2,9,19,8,,,7,13,7
1,Oropeza,1,Sucre,2794,Sucre,504,U.E. Cristina Aitken de Gutierrez,1001797,8,25,30,1,15,2,4,7,2,,,4,15,6
1,Oropeza,1,Sucre,2794,Sucre,506,Fundacion Pachamama,1007207,1,35,25,4,28,4,4,18,10,,,4,16,4
1,Oropeza,1,Sucre,2794,Sucre,506,Fundacion Pachamama,1007217,2,38,34,3,18,8,4,21,7,,,3,22,9
1,Oropeza,1,Sucre,2794,Sucre,506,Fundacion Pachamama,1007227,3,38,25,2,17,6,8,14,6,,,3,12,10
1,Oropeza,1,Sucre,2794,Sucre,506,Fundacion Pachamama,1007237,4,37,45,5,27,3,0,29,2,,,4,7,5
1,Oropeza,1,Sucre,2794,Sucre,507,Jardín De Niños San Lázaro,1009217,1,45,24,3,17,4,5,16,12,,,6,22,6
1,Oropeza,1,Sucre,2794,Sucre,507,Jardín De Niños San Lázaro,1009227,2,36,20,4,30,4,6,24,5,,,2,15,5
1,Oropeza,1,Sucre,2794,Sucre,507,Jardín De Niños San Lázaro,1009237,3,49,31,4,25,5,7,11,4,,,3,11,8
1,Oropeza,1,Sucre,2794,Sucre,507,Jardín De Niños San Lázaro,1009247,4,46,26,4,13,5,5,23,7,,,3,10,12
1,Oropeza,1,Sucre,2794,Sucre,507,Jardín De Niños San Lázaro,1009257,5,17,6,1,11,6,1,2,1,,,1,10,7
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004207,1,31,32,3,27,4,4,14,10,,,5,15,11
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004217,2,27,41,4,18,5,7,17,7,,,11,17,5
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004227,3,25,36,3,24,8,8,12,7,,,8,16,8
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004237,4,27,39,5,23,4,7,11,4,,,4,15,11
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004247,5,31,29,5,22,2,4,11,13,,,5,23,15
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004257,6,28,23,7,24,4,6,9,4,,,7,24,16
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004267,7,34,45,10,25,7,6,10,7,,,5,11,9
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004277,8,40,28,4,28,2,5,10,5,,,5,17,9
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004287,9,19,33,5,31,3,6,10,11,,,7,25,14
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004297,10,36,25,8,26,4,11,6,8,,,4,15,6
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004307,11,34,28,6,22,1,15,16,5,,,5,14,8
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004317,12,37,25,5,18,2,8,16,1,,,5,15,7
1,Oropeza,1,Sucre,2794,Sucre,508,IPTK N Aguirre 560 CERPI,1004327,13,10,10,1,12,2,2,4,3,,,1,9,3
1,Oropeza,1,Sucre,2794,Sucre,510,Unidad Educativa Alegría,1010027,1,18,12,3,2,8,5,10,2,,,4,13,4
1,Oropeza,1,Sucre,2794,Sucre,510,Unidad Educativa Alegría,1010037,2,17,11,4,0,5,5,5,1,,,9,13,1
1,Oropeza,1,Sucre,2794,Sucre,510,Unidad Educativa Alegría,1010057,4,20,14,4,3,7,5,6,7,,,9,10,1
1,Oropeza,1,Sucre,2794,Sucre,510,Unidad Educativa Alegría,1010067,5,17,23,5,3,6,5,8,8,,,7,10,2
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002377,1,32,30,4,24,2,8,16,10,,,4,9,11
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002387,2,27,27,1,19,3,4,15,11,,,1,11,13
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002397,3,36,30,7,37,4,4,13,4,,,6,16,10
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002407,4,30,27,1,21,8,12,8,6,,,6,21,10
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002417,5,27,32,2,28,5,7,14,7,,,6,20,8
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002427,6,29,32,4,20,0,7,15,8,,,4,6,10
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002497,13,47,22,3,23,11,6,16,7,,,6,6,9
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002507,14,29,38,3,33,5,1,13,8,,,1,15,5
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002517,15,40,35,1,23,6,2,11,9,,,2,20,9
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002527,16,39,30,2,21,2,8,20,11,,,8,13,12
1,Oropeza,1,Sucre,2794,Sucre,512,Facultad de Tecnología,1002537,17,10,15,2,10,3,4,5,3,,,1,6,4
1,Oropeza,1,Sucre,2794,Sucre,513,Kinder Serrano,1004877,1,41,34,4,24,2,7,15,11,,,8,13,7
1,Oropeza,1,Sucre,2794,Sucre,513,Kinder Serrano,1004887,2,31,31,3,28,5,6,17,5,,,4,19,6
1,Oropeza,1,Sucre,2794,Sucre,513,Kinder Serrano,1004897,3,12,26,2,14,5,3,9,3,,,2,6,4
1,Oropeza,1,Sucre,2794,Sucre,515,Liceo María Josefa Mujia,1001297,2,25,27,4,35,3,13,15,12,,,4,6,12
1,Oropeza,1,Sucre,2794,Sucre,515,Liceo María Josefa Mujia,1001307,3,37,30,4,22,4,11,15,5,,,4,16,12
1,Oropeza,1,Sucre,2794,Sucre,515,Liceo María Josefa Mujia,1001317,4,36,45,2,23,4,7,12,9,,,1,15,9
1,Oropeza,1,Sucre,2794,Sucre,515,Liceo María Josefa Mujia,1001337,6,35,26,6,31,3,10,15,13,,,4,12,8
1,Oropeza,1,Sucre,2794,Sucre,515,Liceo María Josefa Mujia,1001347,7,31,35,3,22,7,6,13,10,,,1,14,13
1,Oropeza,1,Sucre,2794,Sucre,515,Liceo María Josefa Mujia,1001357,8,8,8,1,2,0,1,2,2,,,1,3,1
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1001877,1,30,31,4,32,0,9,12,3,,,6,12,3
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1001887,2,40,34,1,22,5,4,7,11,,,6,14,9
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1001897,3,30,33,6,33,2,4,17,3,,,4,21,7
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1001907,4,31,28,6,21,7,7,9,7,,,3,25,5
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1001917,5,25,30,2,30,2,7,9,14,,,5,22,2
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1001927,6,26,41,2,16,5,3,14,9,,,8,28,8
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1001937,7,27,28,5,30,2,3,15,14,,,7,13,7
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1001947,8,31,28,4,19,10,3,12,5,,,5,19,8
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1001957,9,22,37,9,18,3,8,16,6,,,7,15,9
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1001977,11,35,43,4,25,2,5,13,4,,,5,16,10
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1001987,12,31,31,3,24,3,2,12,10,,,4,15,13
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1001997,13,32,36,5,15,3,6,17,7,,,6,18,8
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1002007,14,35,25,7,16,6,3,9,6,,,5,17,9
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1002027,16,44,32,6,28,5,4,17,4,,,5,10,4
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1002037,17,30,46,2,22,5,2,4,8,,,6,14,7
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1002047,18,27,40,3,18,4,1,10,7,,,4,18,7
1,Oropeza,1,Sucre,2794,Sucre,516,Terminal De Buses,1002057,19,10,17,1,9,0,1,7,3,,,1,3,3
1,Oropeza,1,Sucre,2794,Sucre,519,Colegio 23 de Marzo,1008307,8,30,24,4,27,10,5,15,11,,,8,14,6
1,Oropeza,1,Sucre,2794,Sucre,519,Colegio 23 de Marzo,1008327,10,31,24,4,27,1,5,13,6,,,6,13,8
1,Oropeza,1,Sucre,2794,Sucre,519,Colegio 23 de Marzo,1008337,11,34,29,6,24,4,11,12,5,,,4,17,6
1,Oropeza,1,Sucre,2794,Sucre,519,Colegio 23 de Marzo,1008347,12,26,27,3,27,3,6,11,7,,,2,19,7
1,Oropeza,1,Sucre,2794,Sucre,519,Colegio 23 de Marzo,1008357,13,22,11,4,21,4,4,13,10,,,0,15,4
1,Oropeza,1,Sucre,2794,Sucre,522,Col. Bernardo Monteagudo,1000657,1,38,22,0,23,4,4,10,17,,,5,11,16
1,Oropeza,1,Sucre,2794,Sucre,522,Col. Bernardo Monteagudo,1000667,2,30,42,2,24,3,4,12,8,,,3,18,8
1,Oropeza,1,Sucre,2794,Sucre,522,Col. Bernardo Monteagudo,1000677,3,37,23,1,32,0,11,9,9,,,3,14,15
1,Oropeza,1,Sucre,2794,Sucre,522,Col. Bernardo Monteagudo,1000687,4,35,39,3,30,4,3,8,5,,,4,7,5
1,Oropeza,1,Sucre,2794,Sucre,522,Col. Bernardo Monteagudo,1000697,5,40,31,3,35,0,6,11,10,,,4,8,13
1,Oropeza,1,Sucre,2794,Sucre,523,Coliseo Jorge Revilla Aldana,1005077,2,46,32,3,32,2,12,7,5,,,5,11,6
1,Oropeza,1,Sucre,2794,Sucre,523,Coliseo Jorge Revilla Aldana,1005087,3,32,30,2,33,2,4,11,5,,,4,28,6
1,Oropeza,1,Sucre,2794,Sucre,523,Coliseo Jorge Revilla Aldana,1005097,4,37,39,0,20,3,4,13,5,,,3,15,10
